65
0,3,1,1,4,4,1,1,2,4,4,3,1,3,1,3,4,4,3,1,2,3,2,3,4,1,2,2,2,1,3,2,2,4,1,4,3,2,4,3,3,4,1,3,4,1,4,4,3,1,1,1,1,1,3,1,1,3,1,3,2,4,4,3,3,2,0
0,58,89,99,89,43,39,79,62,25,47,44,68,11,99,90,23,38,75,98,97,99,45,24,14,33,72,26,66,16,24,96,97,43,73,97,60,48,76,86,92,66,52,54,18,47,59,69,67,87,47,90,99,22,80,74,22,100,57,91,22,32,53,66,30,96,0
58,0,16,42,58,67,77,73,23,99,25,75,71,31,48,75,75,75,51,83,97,24,86,96,37,64,84,67,83,24,39,78,27,20,87,26,46,85,44,56,12,50,25,79,71,58,94,78,27,51,68,34,85,11,23,92,33,24,16,38,86,52,66,70,66,76,58
89,16,0,72,58,44,44,92,21,21,99,32,62,61,27,13,40,55,64,25,52,53,73,38,84,45,21,65,47,60,53,80,50,38,98,86,33,24,67,48,56,97,80,62,25,28,83,69,64,58,41,17,52,36,10,36,53,70,45,34,81,23,69,94,67,61,89
99,42,72,0,88,25,14,93,43,25,74,82,96,19,42,97,23,78,67,63,72,24,63,52,20,52,94,60,54,25,28,30,88,11,29,69,27,66,96,55,66,16,77,32,39,96,12,26,52,95,95,21,37,10,19,59,94,60,14,68,69,34,11,28,23,49,99
89,58,58,88,0,81,57,77,22,85,23,98,83,56,51,21,69,58,78,75,18,70,97,22,13,53,29,85,81,11,94,95,98,96,71,40,73,71,70,49,51,68,89,35,36,86,47,91,28,20,80,41,64,69,23,12,45,50,66,15,50,23,87,39,34,99,89
43,67,44,25,81,0,75,19,92,64,91,56,78,36,68,99,36,33,26,65,32,57,90,60,53,58,20,73,100,37,100,82,13,52,77,66,72,38,38,55,58,11,100,35,82,33,47,55,26,30,49,18,13,99,62,24,14,40,57,52,33,58,59,33,72,80,43
39,77,44,14,57,75,0,14,65,12,65,59,89,52,52,84,39,12,63,28,86,79,61,32,59,72,39,63,87,40,40,24,41,99,45,28,29,27,16,85,78,51,28,63,67,44,74,42,97,79,57,60,23,39,39,90,32,87,83,78,18,81,45,48,81,49,39
79,73,92,93,77,19,14,0,18,61,30,52,90,59,61,30,10,66,37,73,92,45,18,62,67,12,91,24,59,26,11,62,40,41,80,40,23,59,72,16,76,86,53,28,41,97,30,73,27,11,81,10,59,65,67,12,89,33,35,28,74,20,71,39,100,43,79
62,23,21,43,22,92,65,18,0,67,43,70,30,55,59,96,87,62,74,29,100,55,37,45,27,52,51,69,23,23,75,81,99,31,73,30,49,61,99,82,87,61,91,25,27,43,17,12,20,32,53,73,17,48,53,61,17,98,23,38,26,68,28,21,29,60,62
