97
0,3,4,3,3,4,4,1,2,3,3,3,1,3,4,2,2,1,4,1,3,4,4,2,3,4,2,1,2,4,3,2,4,4,3,2,2,3,1,4,2,3,2,1,1,1,4,3,2,3,4,3,2,1,2,2,4,1,2,3,2,4,4,1,3,3,1,4,1,1,3,4,2,2,4,1,2,4,2,1,4,1,3,2,1,3,1,1,3,4,1,4,2,3,3,2,2,1,0
0,30,11,99,25,52,27,17,94,28,85,38,83,48,26,94,11,98,30,90,72,81,38,64,16,54,43,32,66,36,90,85,14,69,79,59,63,10,54,54,59,77,75,73,20,80,42,48,45,13,97,14,24,34,97,35,83,92,77,74,15,81,81,29,79,22,35,100,14,15,77,100,37,31,53,95,78,14,50,80,29,65,44,20,32,42,59,23,82,26,13,10,20,91,67,17,73,15,0
30,0,35,46,22,58,31,57,37,95,16,70,63,35,33,61,15,16,20,89,44,81,86,58,56,72,76,52,17,82,100,84,43,15,11,41,81,76,68,10,54,46,73,71,12,21,29,56,97,39,94,26,78,29,30,32,87,40,30,33,74,41,10,58,96,67,22,66,43,16,40,49,92,10,13,38,100,10,44,49,25,58,93,32,19,95,79,13,49,22,81,64,88,62,53,84,55,69,30
11,35,0,84,64,37,11,94,91,61,80,84,39,95,70,46,12,92,18,95,65,29,47,28,56,32,79,13,84,30,61,61,13,29,48,89,66,59,35,23,51,70,36,89,50,81,93,72,78,80,35,50,54,17,12,63,39,67,71,99,57,90,32,34,94,33,58,64,12,58,92,80,85,82,58,25,16,95,11,97,26,55,65,67,91,81,25,58,70,34,45,58,47,38,13,50,68,73,11
99,46,84,0,89,97,32,42,34,89,34,41,79,25,70,16,84,64,23,40,34,55,51,83,31,94,42,35,97,70,87,47,57,94,56,54,15,69,52,29,50,88,14,48,76,25,71,52,86,78,58,83,29,98,15,58,92,35,78,57,52,12,35,50,92,65,30,45,93,63,57,95,47,70,94,63,64,22,24,30,70,41,34,94,98,40,27,79,30,79,14,15,23,37,90,33,10,11,99
25,22,64,89,0,24,47,67,12,49,96,86,75,60,46,27,51,88,11,12,37,81,18,39,62,71,81,86,23,78,70,80,47,42,37,59,90,16,100,54,63,83,55,18,78,61,27,17,86,91,16,96,69,58,86,18,75,29,33,34,77,84,74,88,25,87,45,52,80,85,18,79,47,61,61,56,43,43,92,75,77,12,76,28,57,98,49,53,54,39,65,31,22,12,52,30,32,51,25
52,58,37,97,24,0,52,39,23,45,46,83,57,46,81,58,78,67,30,35,33,88,16,69,52,51,11,95,43,58,25,91,67,23,17,31,62,80,94,44,33,16,22,100,48,38,49,79,98,39,39,70,44,75,48,64,72,87,52,18,67,94,28,18,31,93,30,27,35,64,98,98,76,15,40,60,85,87,18,82,70,52,91,26,41,11,68,77,100,86,68,72,48,95,37,75,12,15,52
27,31,11,32,47,52,0,29,83,17,100,45,73,60,46,96,92,11,79,90,98,30,77,26,43,92,23,97,32,89,93,95,19,43,18,86,60,11,86,16,77,19,85,22,42,86,70,58,49,53,67,76,94,95,77,55,47,94,43,90,79,44,54,45,25,64,74,63,71,40,62,21,40,72,82,36,22,54,57,81,26,89,94,64,39,81,19,26,55,61,70,31,68,98,50,60,76,10,27
17,57,94,42,67,39,29,0,70,39,17,48,67,15,34,68,93,60,29,63,32,31,61,38,86,11,89,56,80,27,47,36,73,91,99,98,48,17,62,51,68,58,23,82,21,81,24,86,44,27,30,24,75,54,24,71,51,37,13,46,25,71,62,87,37,13,29,65,42,91,21,68,69,85,16,18,73,76,97,31,92,43,50,61,48,10,43,65,44,34,11,24,44,22,10,33,54,17,17
94,37,91,34,12,23,83,70,0,62,75,67,90,63,25,92,57,98,15,80,93,26,48,87,41,20,31,73,58,90,80,55,68,63,20,29,93,70,92,25,42,57,48,69,86,48,96,43,30,95,58,99,41,70,76,90,41,83,41,37,36,83,37,83,59,11,54,79,47,93,14,27,70,53,34,96,47,27,63,45,71,97,24,25,94,63,80,48,83,81,89,51,85,42,50,49,83,21,94
28,95,61,89,49,45,17,39,62,0,14,37,17,92,13,80,88,38,15,14,85,17,64,13,43,28,64,69,44,65,80,15,14,89,27,29,92,77,14,96,12,39,36,47,99,91,40,28,60,83,81,65,15,35,68,50,47,26,98,26,79,95,65,88,20,31,30,54,14,80,68,65,15,51,48,63,73,59,86,44,47,79,37,77,51,78,93,26,81,42,14,97,99,96,81,54,76,75,28
85,16,80,34,96,46,100,17,75,14,0,99,87,10,72,48,62,17,24,48,95,87,92,95,30,14,46,35,66,85,86,90,50,87,86,42,54,98,91,55,11,57,47,12,27,41,79,99,19,68,52,76,75,54,99,73,98,34,36,31,40,66,76,97,20,10,98,29,46,84,71,52,13,10,82,59,95,27,89,42,41,93,69,77,14,30,40,21,70,80,56,78,68,29,73,17,80,60,85
38,70,84,41,86,83,45,48,67,37,99,0,58,77,62,56,89,20,92,98,63,63,41,56,69,60,92,22,77,39,11,15,51,25,55,89,35,43,10,36,49,16,12,96,50,100,33,46,76,51,27,88,44,98,36,99,65,89,27,50,35,29,77,40,56,86,57,96,82,94,65,100,38,67,97,55,95,35,86,37,83,57,60,70,49,37,50,48,91,73,16,68,96,62,67,21,87,45,38
83,63,39,79,75,57,73,67,90,17,87,58,0,72,10,12,60,75,76,49,98,76,99,95,76,37,35,14,30,84,41,92,96,43,97,86,71,25,85,54,63,58,67,27,45,78,95,18,45,40,98,64,57,74,19,62,63,95,85,86,11,85,70,35,41,67,84,63,47,14,14,21,48,30,37,72,90,26,39,42,55,18,30,67,53,97,22,97,34,32,91,83,81,20,96,83,90,70,83
48,35,95,25,60,46,60,15,63,92,10,77,72,0,56,43,60,40,79,14,78,80,91,28,28,35,30,95,82,31,76,13,60,16,81,28,80,51,27,89,74,33,80,49,27,44,79,54,44,36,69,65,46,97,20,40,38,18,45,86,74,28,21,95,64,15,30,83,19,14,46,66,16,52,81,25,52,91,98,87,93,64,45,16,32,35,64,75,16,36,26,49,41,74,21,73,12,26,48
26,33,70,70,46,81,46,34,25,13,72,62,10,56,0,96,28,28,93,61,96,12,94,46,52,68,15,42,87,75,57,76,11,82,41,95,91,12,98,18,62,14,74,11,45,42,94,31,84,38,94,59,67,80,39,27,65,100,50,80,73,62,30,64,39,78,71,54,62,54,22,86,68,85,100,75,16,53,68,53,72,84,76,78,92,39,98,58,75,58,60,45,63,25,15,12,62,70,26
94,61,46,16,27,58,96,68,92,80,48,56,12,43,96,0,79,52,80,92,81,44,63,65,22,65,24,71,98,43,32,77,96,44,78,75,16,43,66,77,44,24,95,96,100,17,25,13,52,62,66,31,48,54,77,48,50,57,14,98,81,43,49,26,88,13,33,36,63,33,95,24,30,28,46,99,69,67,16,57,12,73,31,11,100,34,67,84,92,82,45,24,55,36,75,48,51,68,94
11,15,12,84,51,78,92,93,57,88,62,89,60,60,28,79,0,48,49,21,48,10,85,11,45,44,32,98,85,20,57,38,86,20,13,75,25,20,85,39,41,16,20,94,21,35,49,35,43,71,18,29,97,70,60,100,87,16,80,63,85,29,96,21,63,19,29,36,40,31,63,53,73,34,28,92,29,38,29,67,33,85,44,96,40,32,83,25,14,63,43,36,36,30,61,20,54,43,11
98,16,92,64,88,67,11,60,98,38,17,20,75,40,28,52,48,0,79,36,39,11,77,22,62,15,78,67,50,39,26,36,37,72,43,18,57,65,27,87,73,54,86,46,93,65,50,36,63,11,90,19,92,77,90,65,76,13,20,40,58,31,41,50,36,79,85,63,77,49,18,81,85,85,29,60,14,98,31,34,93,86,14,69,38,48,97,79,59,36,13,53,17,60,65,58,21,56,98
