54
0,3,4,2,3,4,1,1,4,1,2,1,4,1,2,3,1,3,4,4,4,3,1,3,1,2,4,1,3,1,4,3,1,2,2,4,1,3,2,4,3,2,2,1,4,3,4,3,4,4,3,1,2,1,3,0
0,59,31,41,81,16,27,53,33,72,67,98,29,99,35,95,98,44,87,14,43,35,78,49,48,68,63,65,13,75,95,72,88,80,78,71,74,79,50,96,80,22,46,14,26,96,84,25,50,18,99,24,85,73,98,0
59,0,82,48,74,75,66,12,58,20,79,30,66,47,92,39,11,34,75,20,15,84,25,22,66,39,15,31,83,43,67,10,44,53,27,85,35,43,25,18,36,55,94,23,81,77,28,27,13,94,78,65,61,78,33,59
31,82,0,74,25,39,88,85,70,39,25,11,13,99,49,55,51,100,73,85,38,18,79,83,19,78,58,34,28,81,14,19,79,60,29,89,41,64,61,29,23,43,87,47,100,72,47,86,57,39,98,40,89,48,91,31
41,48,74,0,55,97,53,73,52,15,34,82,61,22,33,53,87,93,62,10,25,91,80,45,29,83,55,69,10,75,43,84,48,70,29,75,99,23,67,93,59,98,90,67,86,59,28,78,75,31,33,18,81,54,39,41
81,74,25,55,0,82,79,17,29,82,20,70,61,100,83,86,77,31,39,45,92,88,90,36,79,71,82,99,55,81,18,80,94,67,48,75,49,28,59,89,14,35,44,58,17,64,78,82,76,13,27,80,50,90,34,81
16,75,39,97,82,0,35,58,36,28,65,99,96,92,53,76,11,85,66,65,73,90,97,58,44,80,83,68,96,100,77,85,98,23,29,71,40,71,58,37,20,78,35,74,54,79,12,35,90,36,47,72,97,51,61,16
27,66,88,53,79,35,0,93,69,43,24,100,10,10,40,94,58,55,59,74,51,52,63,83,37,32,27,29,83,34,46,57,76,39,98,41,96,97,62,35,46,76,59,63,37,98,63,41,90,72,60,30,55,95,99,27
53,12,85,73,17,58,93,0,49,74,19,23,46,66,99,49,48,42,83,58,55,27,75,48,26,73,54,62,27,39,17,56,95,17,75,49,85,51,83,75,28,70,13,35,20,67,50,86,88,63,82,42,67,94,58,53
33,58,70,52,29,36,69,49,0,65,91,53,64,34,92,76,58,48,10,99,46,59,12,50,85,33,86,88,72,74,65,79,64,81,10,93,33,18,62,31,50,97,66,84,73,47,17,59,72,89,71,64,81,24,98,33
72,20,39,15,82,28,43,74,65,0,82,97,97,78,83,43,85,22,16,46,67,95,65,84,90,15,39,21,71,63,56,39,59,76,10,13,44,75,36,41,30,14,84,55,46,46,54,55,31,26,66,83,82,71,98,72
67,79,25,34,20,65,24,19,91,82,0,70,67,95,33,24,21,90,73,96,67,62,91,93,31,70,64,24,92,51,16,59,57,28,28,72,86,53,94,81,32,58,47,71,60,56,28,39,47,65,30,87,56,87,12,67
98,30,11,82,70,99,100,23,53,97,70,0,23,36,32,48,88,27,47,14,90,14,28,61,73,27,67,21,70,57,100,12,100,55,66,85,82,69,91,49,87,14,73,95,52,45,39,83,73,64,92,85,57,74,19,98
29,66,13,61,61,96,10,46,64,97,67,23,0,13,78,57,16,67,17,45,24,33,67,83,74,45,88,62,98,65,14,38,49,66,46,97,92,23,86,92,73,45,37,94,91,78,61,30,12,77,50,19,32,55,35,29
99,47,99,22,100,92,10,66,34,78,95,36,13,0,90,57,83,88,84,86,20,70,16,90,21,60,44,59,73,99,78,28,88,82,34,43,64,15,32,46,17,24,26,50,54,47,66,79,14,95,72,38,90,41,76,99
35,92,49,33,83,53,40,99,92,83,33,32,78,90,0,40,10,50,99,56,17,80,96,11,81,82,50,88,59,79,94,19,40,40,65,49,83,15,96,73,32,77,85,46,48,31,28,25,17,55,97,76,79,12,53,35
