73
0,4,2,2,3,2,4,2,4,1,1,4,3,4,3,3,4,4,4,3,2,1,4,3,2,1,1,1,4,4,1,2,1,1,1,2,4,2,4,3,4,4,3,4,3,2,3,3,2,2,1,1,2,2,2,3,3,1,1,3,3,2,3,3,1,1,3,3,3,2,1,1,2,4,0
0,36,60,12,26,21,53,81,71,68,78,51,63,100,80,51,79,79,69,84,45,35,60,34,94,83,82,24,96,84,78,94,47,80,12,99,100,36,61,24,12,75,42,95,77,74,32,14,36,75,34,19,10,37,18,88,41,18,21,56,27,82,87,21,48,75,14,15,67,79,79,20,18,38,0
36,0,76,49,86,30,82,53,60,91,28,51,89,64,15,78,37,81,72,70,98,18,75,68,65,93,93,99,87,47,92,70,76,53,24,99,52,34,78,17,84,27,38,28,20,17,31,46,33,52,16,58,36,20,68,42,76,14,94,92,74,10,91,34,30,28,15,93,21,36,19,64,21,66,36
60,76,0,63,32,25,98,77,45,42,49,78,59,68,41,93,71,12,17,61,89,49,24,27,85,64,93,17,51,29,80,93,28,31,77,10,21,88,26,96,60,52,36,15,49,64,77,76,81,79,53,95,57,46,43,81,25,61,76,38,43,12,80,53,11,14,21,40,19,30,95,31,44,13,60
12,49,63,0,96,62,19,52,22,23,24,32,95,30,49,31,43,32,16,59,54,78,50,17,51,81,74,33,21,99,50,43,20,85,38,53,81,99,93,40,82,78,90,64,38,79,84,14,60,63,31,76,47,57,62,74,12,43,36,90,57,96,96,10,48,11,28,14,99,53,27,28,12,94,12
26,86,32,96,0,88,61,73,63,39,22,84,53,20,25,79,95,10,71,89,71,44,32,62,78,38,42,61,65,61,76,26,84,13,99,94,94,46,47,45,63,53,34,45,74,96,11,88,40,52,24,89,63,98,15,36,42,15,46,35,58,77,15,64,68,69,52,24,47,19,12,54,41,46,26
21,30,25,62,88,0,18,50,100,34,71,96,72,44,41,63,37,79,54,62,92,85,81,39,70,70,95,12,85,99,25,47,77,23,47,69,22,88,36,67,66,97,40,30,40,76,27,98,58,16,74,86,91,36,72,25,13,29,41,75,17,73,70,69,59,59,71,85,46,21,74,13,33,26,21
53,82,98,19,61,18,0,50,86,32,92,20,13,24,45,43,85,29,98,86,82,40,60,86,82,92,94,43,92,83,22,18,43,61,33,17,28,31,96,91,69,57,49,34,99,91,63,34,31,85,55,52,74,38,47,68,33,76,75,83,80,37,100,33,44,34,33,61,15,47,79,13,24,60,53
81,53,77,52,73,50,50,0,23,62,80,90,83,29,36,54,86,45,20,97,43,42,15,54,20,32,57,42,78,36,28,22,70,94,52,68,63,18,48,62,29,17,41,50,10,61,46,62,94,74,38,71,92,78,29,76,71,15,30,73,30,39,20,48,74,89,76,80,84,26,65,34,22,84,81
71,60,45,22,63,100,86,23,0,26,24,67,76,88,64,94,36,81,53,37,36,86,43,39,48,69,26,42,96,91,51,55,87,18,19,82,79,71,60,23,76,48,36,60,53,10,10,73,31,67,35,64,65,80,89,91,23,94,54,98,43,82,57,77,35,50,66,86,49,59,97,40,31,50,71
